N119_BC11	N136_BC02	89.27	5427793	53822	99.0083999150299	76.83	4671713	16017	99.6571493154652
N119_BC11	N136_BC04	88.50	5380756	59079	98.902031610428	76.05	4623896	21235	99.5407552418999
N119_BC11	N136_BC12	88.32	5369657	59281	98.8960002473156	75.64	4598717	20733	99.5491568626641
N119_BC11	N137_BC01	88.46	5378649	59073	98.9017130509911	75.91	4615809	20930	99.5465583606254
N119_BC11	N137_BC02	88.24	5365144	59438	98.892145299362	75.50	4590684	20714	99.5487818373036
N119_BC11	N137_BC04	89.02	5412562	64273	98.8125216856638	74.10	4505222	18905	99.5803758394148
N119_BC11	N137_BC05	51.12	3108336	39891	98.7166445326374	41.12	2500276	9487	99.6205618899673
N119_BC11	N150_BC04	90.68	5513374	39907	99.2761782530987	81.87	4977994	13137	99.7360985167921
N119_BC11	N150_BC05	88.47	5378976	60030	98.8839883278899	75.54	4592876	20724	99.5487794575773
N119_BC11	N150_BC06	87.96	5348104	59846	98.8809866075903	75.06	4563744	20627	99.5480246043599
N119_BC11	N150_BC07	83.33	5066666	58130	98.8526972174602	70.46	4284086	19000	99.5564981655364
N119_BC11	N157_BC08	78.59	4778617	36911	99.2275798625418	70.00	4256577	10808	99.7460870553969
N119_BC11	N162_BC01	77.18	4692650	33492	99.2862881314396	69.80	4243910	11054	99.7395326479591
N119_BC11	N165_BC01	61.04	3711166	28016	99.2450890097614	54.71	3326186	8766	99.7364549066107
N119_BC11	N170_BC09	88.67	5391298	57267	98.9377882654604	76.66	4660898	20746	99.5548926408602
N119_BC11	N199_BC12	88.96	5408936	36553	99.3242108984096	81.21	4937576	12984	99.737036959026
N119_BC11	N204_BC03	68.83	4184867	36374	99.1308206449572	60.43	3674247	10842	99.7049191303688
N119_BC11	N211_BC01	76.25	4636048	32215	99.3051193602827	69.06	4199128	10368	99.7530915942548
N119_BC11	N211_BC09	86.40	5252950	57266	98.9098316184239	74.35	4520490	20642	99.543368086203
N119_BC11	N218_BC06	88.74	5395609	57937	98.9262194499268	76.44	4647969	20554	99.5577853466751
