Achromobacter_denitrificans_N170_BC07	33297	17724
Achromobacter_denitrificans_N218_BC05	29578	29578
Achromobacter_denitrificans_N237_BC02	17545	17545
Achromobacter_insolitus_N109_BC06	67397	45044
Achromobacter_insolitus_N151_BC06	35241	35241
Achromobacter_insolitus_N168_BC01	31482	17727
Achromobacter_insolitus_N170_BC06	29130	29130
Achromobacter_insolitus_N194_BC10	22550	22550
Achromobacter_ruhlandii_N160_BC05	10790	10790
Achromobacter_spanius_N139_BC08	19026	19026
Achromobacter_spanius_N151_BC08	13151	13151
Achromobacter_spanius_N154_BC10	19415	19415
Achromobacter_spanius_N167_BC01	11361	11361
Achromobacter_spanius_N183_BC03	17715	17715
Achromobacter_spanius_N212_BC12	11377	11377
Achromobacter_sp._N098_BC01	6538681	1616007
Achromobacter_sp._N098_BC02	6668983	3460099
Achromobacter_sp._N098_BC04	6486988	6486988
Achromobacter_sp._N098_BC05	6692113	1878176
Achromobacter_sp._N100_BC01	6565505	6565505
Achromobacter_sp._N100_BC02	6560495	5607636
Achromobacter_sp._N100_BC03	6491183	2272914
Achromobacter_sp._N106_BC01	6563315	6563315
Achromobacter_sp._N109_BC06	3080743	59893
Achromobacter_sp._N109_BC07	6569340	1232944
Achromobacter_sp._N109_BC08	6604948	4014793
Achromobacter_sp._N109_BC09	6098946	4074987
Achromobacter_sp._N109_BC10	4810637	212011
Achromobacter_sp._N111_BC11	6794943	915679
Achromobacter_sp._N111_BC12	6407187	531892
Achromobacter_sp._N112_BC01	7498046	476673
Achromobacter_sp._N122_BC04	6815009	5854563
Achromobacter_sp._N127_BC09	6702715	6702715
Achromobacter_sp._N127_BC11	6718070	6718070
Achromobacter_sp._N130_BC01	6556006	6556006
Achromobacter_sp._N138_BC03	6565215	1718961
Achromobacter_sp._N138_BC07	6707305	1938586
Achromobacter_sp._N139_BC07	41621	21244
Achromobacter_sp._N139_BC08	97031	12622
Achromobacter_sp._N139_BC09	6542575	6542575
Achromobacter_sp._N146_BC10	6763964	5540960
Achromobacter_sp._N146_BC11	6801439	6801439
Achromobacter_sp._N146_BC12	6797966	6797966
Achromobacter_sp._N150_BC11	5980945	288712
Achromobacter_sp._N151_BC06	4494548	60957
Achromobacter_sp._N151_BC08	6537260	594759
Achromobacter_sp._N151_BC10	6717671	6220926
Achromobacter_sp._N151_BC12	6709542	5295095
Achromobacter_sp._N154_BC09	6585542	6573477
Achromobacter_sp._N154_BC10	7332736	231777
Achromobacter_sp._N154_BC11	6606307	6580579
Achromobacter_sp._N154_BC12	6563297	6563297
Achromobacter_sp._N160_BC05	3714307	44514
Achromobacter_sp._N160_BC08	6802809	6802809
Achromobacter_sp._N160_BC09	6787796	6787796
Achromobacter_sp._N161_BC02	6616708	5106123
Achromobacter_sp._N162_BC08	11476	11476
Achromobacter_sp._N162_BC11	7177536	5051731
Achromobacter_sp._N164_BC05	10354	10354
Achromobacter_sp._N165_BC02	96610	15826
Achromobacter_sp._N167_BC01	12468	12468
Achromobacter_sp._N167_BC11	6611662	340971
Achromobacter_sp._N168_BC01	7897788	4174387
Achromobacter_sp._N168_BC02	6419126	299198
Achromobacter_sp._N168_BC03	6778479	5760508
Achromobacter_sp._N170_BC04	6543824	948207
Achromobacter_sp._N170_BC05	6375552	658453
Achromobacter_sp._N170_BC06	8452803	702842
Achromobacter_sp._N170_BC07	7863729	2605784
Achromobacter_sp._N170_BC11	6948887	6924398
Achromobacter_sp._N170_BC12	5490702	121813
Achromobacter_sp._N171_BC01	4070433	260924
Achromobacter_sp._N171_BC02	5434096	166050
Achromobacter_sp._N171_BC03	1988727	37006
Achromobacter_sp._N171_BC04	6998245	2142208
Achromobacter_sp._N175_BC03	6944917	6944917
Achromobacter_sp._N175_BC04	6968091	3601498
Achromobacter_sp._N183_BC01	6630899	4606543
Achromobacter_sp._N183_BC02	6677769	1887067
Achromobacter_sp._N183_BC03	6620847	742932
Achromobacter_sp._N185_BC02	6648917	659026
Achromobacter_sp._N185_BC04	6938412	2020198
Achromobacter_sp._N185_BC08	6893242	1401165
Achromobacter_sp._N185_BC09	6900547	754224
Achromobacter_sp._N187_BC02	6665144	439317
Achromobacter_sp._N190_BC01	2461993	45681
Achromobacter_sp._N194_BC10	3978019	72801
Achromobacter_sp._N196_BC09	1070871	32729
Achromobacter_sp._N196_BC10	6716028	3849569
Achromobacter_sp._N196_BC11	6940700	4274167
Achromobacter_sp._N198_BC01	6555740	203897
Achromobacter_sp._N202_BC04	6975086	4284159
Achromobacter_sp._N204_BC02	6775944	6775944
Achromobacter_sp._N205_BC12	6782248	1299973
Achromobacter_sp._N206_BC01	6890174	3848180
Achromobacter_sp._N208_BC01	168808	11748
Achromobacter_sp._N209_BC12	10575	10575
Achromobacter_sp._N212_BC12	425258	22127
Achromobacter_sp._N214_BC08	7220272	6606358
Achromobacter_sp._N217_BC08	4320840	78988
Achromobacter_sp._N217_BC10	6720974	1644397
Achromobacter_sp._N217_BC12	6194341	189562
Achromobacter_sp._N218_BC05	8003686	554968
Achromobacter_sp._N218_BC12	6937449	4294997
Achromobacter_sp._N220_BC12	6657167	569499
Achromobacter_sp._N221_BC04	6805763	2234213
Achromobacter_sp._N221_BC06	6937734	3797043
Achromobacter_sp._N227_BC02	31615	16348
Achromobacter_sp._N227_BC07	9627869	1554728
Achromobacter_sp._N227_BC09	6773439	1772816
Achromobacter_sp._N228_BC03	5584004	87145
Achromobacter_sp._N228_BC06	6621972	413931
Achromobacter_sp._N231_BC12	45976	33883
Achromobacter_sp._N236_BC01	6850391	5677870
Achromobacter_sp._N236_BC06	7768466	619264
Achromobacter_sp._N237_BC02	172280	18014
Achromobacter_sp._N237_BC03	6604469	6604469
Achromobacter_sp._N240_BC02	6728147	4370578
Achromobacter_xylosoxidans_N109_BC06	98505	40024
Achromobacter_xylosoxidans_N111_BC11	82059	60418
Achromobacter_xylosoxidans_N111_BC12	170947	121027
Achromobacter_xylosoxidans_N112_BC01	189873	157363
Achromobacter_xylosoxidans_N139_BC08	32001	20804
Achromobacter_xylosoxidans_N150_BC11	373336	221131
Achromobacter_xylosoxidans_N151_BC06	347516	90196
Achromobacter_xylosoxidans_N151_BC08	11213	11213
Achromobacter_xylosoxidans_N154_BC10	162677	42097
Achromobacter_xylosoxidans_N164_BC09	94426	94426
Achromobacter_xylosoxidans_N168_BC01	216622	35695
Achromobacter_xylosoxidans_N170_BC05	86401	71209
Achromobacter_xylosoxidans_N170_BC06	286033	67468
Achromobacter_xylosoxidans_N170_BC07	298646	56045
Achromobacter_xylosoxidans_N170_BC12	259639	136510
Achromobacter_xylosoxidans_N171_BC02	91138	91138
Achromobacter_xylosoxidans_N171_BC03	108485	54596
Achromobacter_xylosoxidans_N190_BC01	82727	53552
Achromobacter_xylosoxidans_N194_BC10	86852	69411
Achromobacter_xylosoxidans_N197_BC07	36799	36799
Achromobacter_xylosoxidans_N213_BC05	14674	14674
Achromobacter_xylosoxidans_N214_BC08	192392	107671
Achromobacter_xylosoxidans_N217_BC08	188498	120221
Achromobacter_xylosoxidans_N217_BC12	122163	71416
Achromobacter_xylosoxidans_N218_BC05	141123	39998
Achromobacter_xylosoxidans_N221_BC06	52711	52711
Achromobacter_xylosoxidans_N227_BC07	622762	134992
Achromobacter_xylosoxidans_N228_BC03	141329	80657
Achromobacter_xylosoxidans_N228_BC06	113101	95592
Achromobacter_xylosoxidans_N236_BC06	235289	187251
Acidovorax_avenae_N154_BC10	12915	12915
Acidovorax_avenae_N227_BC02	48767	48767
Acidovorax_citrulli_N168_BC01	22934	22934
Acidovorax_ebreus_N154_BC10	11472	11472
Acidovorax_ebreus_N162_BC10	10591	10591
Acidovorax_sp._N098_BC01	218034	218034
Acidovorax_sp._N098_BC02	217453	217453
Acidovorax_sp._N098_BC05	213520	213520
Acidovorax_sp._N109_BC07	159772	159772
Acidovorax_sp._N109_BC08	217154	217154
Acidovorax_sp._N112_BC01	27821	27821
Acidovorax_sp._N142_BC03	35325	35325
Acidovorax_sp._N154_BC10	25778	25778
Acidovorax_sp._N162_BC10	16003	16003
Acidovorax_sp._N170_BC06	20056	20056
Acidovorax_sp._N183_BC01	219036	219036
Acidovorax_sp._N183_BC02	219316	219316
Acidovorax_sp._N183_BC03	214332	214332
Acidovorax_sp._N187_BC02	215628	215628
Acidovorax_sp._N196_BC09	130943	130943
Acidovorax_sp._N196_BC10	68392	68392
Acidovorax_sp._N211_BC01	37680	26124
Acidovorax_sp._N221_BC04	215725	215725
Acidovorax_sp._N228_BC06	209864	209864
Acinetobacter_baumannii_N072	3860897	3860897
Acinetobacter_baumannii_N073	3862768	3862768
Acinetobacter_baumannii_N074	3844454	3844454
Acinetobacter_baumannii_N075	3451697	3285015
Acinetobacter_baumannii_N076	3878957	3878957
Acinetobacter_baumannii_N098_BC06	3877302	3877302
Acinetobacter_baumannii_N098_BC07	3871450	3871450
Acinetobacter_baumannii_N098_BC08	3886348	3886348
Acinetobacter_baumannii_N098_BC09	3884603	2783095
Acinetobacter_baumannii_N098_BC10	3881002	3870413
Acinetobacter_baumannii_N100_BC08	3632442	3632442
Acinetobacter_baumannii_N104_BC09	257978	70638
Acinetobacter_baumannii_N104_BC10	10304	10304
Acinetobacter_baumannii_N106_BC02	3890418	3890418
Acinetobacter_baumannii_N106_BC03	3882655	3882655
Acinetobacter_baumannii_N106_BC04	3881749	3881749
Acinetobacter_baumannii_N106_BC06	3643631	3643631
Acinetobacter_baumannii_N106_BC10	3626576	3626576
Acinetobacter_baumannii_N107_BC11	2366280	49380
Acinetobacter_baumannii_N110_BC01	3891545	3891545
Acinetobacter_baumannii_N110_BC02	3902316	3902316
Acinetobacter_baumannii_N110_BC03	3899912	3899912
Acinetobacter_baumannii_N110_BC05	3904754	3904754
Acinetobacter_baumannii_N112_BC04	3892115	3467140
Acinetobacter_baumannii_N112_BC05	3908457	3908457
Acinetobacter_baumannii_N113_BC11	3980385	3980385
Acinetobacter_baumannii_N113_BC12	3966671	3966671
Acinetobacter_baumannii_N114_BC05	4034307	4034307
Acinetobacter_baumannii_N114_BC07	4028699	3042979
Acinetobacter_baumannii_N115_BC01	3882878	3882878
Acinetobacter_baumannii_N116_BC03	3876527	3876527
Acinetobacter_baumannii_N116_BC04	3883401	3883401
Acinetobacter_baumannii_N116_BC05	3880694	3880694
Acinetobacter_baumannii_N116_BC06	3894299	3894299
Acinetobacter_baumannii_N117_BC10	20291	20291
Acinetobacter_baumannii_N117_BC12	67546	67546
Acinetobacter_baumannii_N118_BC02	3884099	3884099
Acinetobacter_baumannii_N118_BC03	3883346	3883346
Acinetobacter_baumannii_N118_BC04	3851610	3851610
Acinetobacter_baumannii_N118_BC05	3885875	3885875
Acinetobacter_baumannii_N124_BC09	3995222	3995222
Acinetobacter_baumannii_N126_BC04	3820020	3820020
Acinetobacter_baumannii_N126_BC05	3880976	3880976
Acinetobacter_baumannii_N126_BC06	4030964	2969974
Acinetobacter_baumannii_N126_BC07	3853735	3853735
Acinetobacter_baumannii_N129_BC05	3882488	3882488
Acinetobacter_baumannii_N129_BC06	3876365	3876365
Acinetobacter_baumannii_N129_BC07	3865911	3865911
Acinetobacter_baumannii_N129_BC08	3867731	3867731
Acinetobacter_baumannii_N131_BC12	3860052	3860052
Acinetobacter_baumannii_N132_BC10	3890986	3890986
Acinetobacter_baumannii_N132_BC11	3896582	3896582
Acinetobacter_baumannii_N132_BC12	3899740	3899740
Acinetobacter_baumannii_N133_BC02	3903509	3903509
Acinetobacter_baumannii_N134_BC08	3967461	3967461
Acinetobacter_baumannii_N134_BC09	3962007	3962007
Acinetobacter_baumannii_N134_BC10	3969892	3463293
Acinetobacter_baumannii_N137_BC11	3920424	3920424
Acinetobacter_baumannii_N137_BC12	3915922	3915922
Acinetobacter_baumannii_N138_BC01	3923443	3923443
Acinetobacter_baumannii_N138_BC02	3922134	3922134
Acinetobacter_baumannii_N139_BC01	3867259	3867259
Acinetobacter_baumannii_N139_BC02	3860846	3860846
Acinetobacter_baumannii_N139_BC03	3868648	3868648
Acinetobacter_baumannii_N139_BC04	3867733	3867733
Acinetobacter_baumannii_N139_BC05	3869611	3869611
Acinetobacter_baumannii_N140_BC03	24502	24502
Acinetobacter_baumannii_N142_BC10	3917630	3917630
Acinetobacter_baumannii_N142_BC11	3922011	3922011
Acinetobacter_baumannii_N144_BC02	191589	13554
Acinetobacter_baumannii_N144_BC03	3856275	3856275
Acinetobacter_baumannii_N147_BC01	3776236	2887519
Acinetobacter_baumannii_N147_BC06	3925131	3925131
Acinetobacter_baumannii_N147_BC07	3916239	3916239
Acinetobacter_baumannii_N149_BC06	3941979	793776
Acinetobacter_baumannii_N150_BC08	3920033	3920033
Acinetobacter_baumannii_N151_BC04	3843468	3843468
Acinetobacter_baumannii_N151_BC05	3836491	3836491
Acinetobacter_baumannii_N151_BC07	3937402	2066052
Acinetobacter_baumannii_N152_BC02	3557125	2443711
Acinetobacter_baumannii_N152_BC06	4007924	2923040
Acinetobacter_baumannii_N153_BC03	37029	12206
Acinetobacter_baumannii_N155_BC01	3953601	3920762
Acinetobacter_baumannii_N155_BC02	3896863	3896863
Acinetobacter_baumannii_N156_BC03	2441349	62782
Acinetobacter_baumannii_N156_BC11	3839116	3839116
Acinetobacter_baumannii_N156_BC12	3852461	3822402
Acinetobacter_baumannii_N157_BC01	3847417	3847417
Acinetobacter_baumannii_N157_BC02	3752879	3752879
Acinetobacter_baumannii_N159_BC01	17477	17477
Acinetobacter_baumannii_N160_BC11	4554265	3733405
Acinetobacter_baumannii_N161_BC11	3747302	3747302
Acinetobacter_baumannii_N161_BC12	3744652	2251923
Acinetobacter_baumannii_N165_BC05	12561	12561
Acinetobacter_baumannii_N172_BC11	716510	46995
Acinetobacter_baumannii_N172_BC12	3784326	3784326
Acinetobacter_baumannii_N173_BC06	3846789	3834037
Acinetobacter_baumannii_N173_BC07	3844294	3532009
Acinetobacter_baumannii_N173_BC10	1493292	45437
Acinetobacter_baumannii_N174_BC05	39378	39378
Acinetobacter_baumannii_N174_BC06	56422	56422
Acinetobacter_baumannii_N177_BC07	3985908	3944922
Acinetobacter_baumannii_N177_BC08	3900937	2592601
Acinetobacter_baumannii_N180_BC04	3929487	3867384
Acinetobacter_baumannii_N180_BC05	4033596	3254244
Acinetobacter_baumannii_N182_BC09	86227	49711
Acinetobacter_baumannii_N183_BC05	3797427	3797427
Acinetobacter_baumannii_N183_BC06	3781339	3328865
Acinetobacter_baumannii_N183_BC08	3778819	2207992
Acinetobacter_baumannii_N183_BC09	3801842	3801842
Acinetobacter_baumannii_N191_BC04	3988569	1400746
Acinetobacter_baumannii_N191_BC05	3904809	3845488
Acinetobacter_baumannii_N194_BC11	3112997	1809886
Acinetobacter_baumannii_N197_BC02	3930579	3930579
Acinetobacter_baumannii_N197_BC03	3923023	3141689
Acinetobacter_baumannii_N197_BC04	3920550	3920550
Acinetobacter_baumannii_N197_BC05	13126	13126
Acinetobacter_baumannii_N197_BC10	3647011	471278
Acinetobacter_baumannii_N200_BC04	3860047	3860047
Acinetobacter_baumannii_N200_BC11	3940633	1118163
Acinetobacter_baumannii_N201_BC01	4054086	3131304
Acinetobacter_baumannii_N201_BC05	3734667	662503
Acinetobacter_baumannii_N201_BC09	3860492	2249657
Acinetobacter_baumannii_N202_BC10	23995	12489
Acinetobacter_baumannii_N203_BC05	3978031	3170568
Acinetobacter_baumannii_N203_BC09	3857256	1508118
Acinetobacter_baumannii_N204_BC05	3865595	3850704
Acinetobacter_baumannii_N204_BC07	3938692	3912538
Acinetobacter_baumannii_N204_BC11	3986021	3986021
Acinetobacter_baumannii_N205_BC05	3488323	224518
Acinetobacter_baumannii_N206_BC08	3962068	3962068
Acinetobacter_baumannii_N208_BC07	11715	11715
Acinetobacter_baumannii_N209_BC08	3958104	3958104
Acinetobacter_baumannii_N209_BC10	3905432	3905432
Acinetobacter_baumannii_N210_BC03	1119346	34275
Acinetobacter_baumannii_N210_BC12	3766254	409608
Acinetobacter_baumannii_N212_BC08	3937440	3937440
Acinetobacter_baumannii_N213_BC07	3691869	2334494
Acinetobacter_baumannii_N213_BC08	3923087	3923087
Acinetobacter_baumannii_N213_BC11	10552	10552
Acinetobacter_baumannii_N214_BC03	666867	41674
Acinetobacter_baumannii_N214_BC05	5256589	827327
Acinetobacter_baumannii_N214_BC07	4284850	3187735
Acinetobacter_baumannii_N215_BC06	2549511	1021813
Acinetobacter_baumannii_N215_BC08	3768640	3768640
Acinetobacter_baumannii_N216_BC11	4322449	3769871
Acinetobacter_baumannii_N218_BC09	2987291	106680
Acinetobacter_baumannii_N219_BC09	4099448	3872624
Acinetobacter_baumannii_N219_BC12	3962486	2932137
Acinetobacter_baumannii_N220_BC10	6847028	6847028
Acinetobacter_baumannii_N222_BC08	3635763	290619
Acinetobacter_baumannii_N222_BC12	3875209	3230515
Acinetobacter_baumannii_N224_BC02	3851229	3851229
Acinetobacter_baumannii_N224_BC11	4652128	1463577
Acinetobacter_baumannii_N224_BC12	3885504	2173461
Acinetobacter_baumannii_N225_BC05	14524	14524
Acinetobacter_baumannii_N227_BC01	10017	10017
Acinetobacter_baumannii_N227_BC06	10502	10502
Acinetobacter_baumannii_N228_BC02	3713601	805767
Acinetobacter_baumannii_N228_BC04	3872884	3759280
Acinetobacter_baumannii_N228_BC11	3936633	3894195
Acinetobacter_baumannii_N228_BC12	3933173	3874963
Acinetobacter_baumannii_N229_BC01	3883330	3883330
Acinetobacter_baumannii_N229_BC02	3979257	3892430
Acinetobacter_baumannii_N229_BC03	892633	23470
Acinetobacter_baumannii_N229_BC04	3998708	3857270
Acinetobacter_baumannii_N231_BC05	3993707	3958730
Acinetobacter_baumannii_N232_BC03	6098512	183684
Acinetobacter_baumannii_N233_BC06	3918022	3834617
Acinetobacter_baumannii_N235_BC10	3906412	3906412
Acinetobacter_baumannii_N240_BC09	3650594	3650594
Acinetobacter_calcoaceticus_N104_BC09	125448	38052
Acinetobacter_calcoaceticus_N107_BC11	24918	13519
Acinetobacter_calcoaceticus_N144_BC02	42693	12312
Acinetobacter_calcoaceticus_N152_BC06	15202	15202
Acinetobacter_calcoaceticus_N156_BC03	37053	20058
Acinetobacter_calcoaceticus_N160_BC11	19487	19487
Acinetobacter_calcoaceticus_N173_BC07	51759	41630
Acinetobacter_calcoaceticus_N173_BC10	120197	77876
Acinetobacter_calcoaceticus_N174_BC05	4053656	4053656
Acinetobacter_calcoaceticus_N174_BC06	4049379	4049379
Acinetobacter_calcoaceticus_N194_BC11	788029	788029
Acinetobacter_calcoaceticus_N197_BC03	24590	24590
Acinetobacter_calcoaceticus_N201_BC05	61740	61740
Acinetobacter_calcoaceticus_N205_BC05	20779	20779
Acinetobacter_calcoaceticus_N210_BC03	158652	18526
Acinetobacter_calcoaceticus_N213_BC07	100390	100390
Acinetobacter_calcoaceticus_N214_BC03	162347	28752
Acinetobacter_calcoaceticus_N215_BC06	1265880	1265880
Acinetobacter_calcoaceticus_N219_BC05	4040522	4040522
Acinetobacter_calcoaceticus_N219_BC12	16724	16724
Acinetobacter_calcoaceticus_N222_BC08	13075	13075
Acinetobacter_calcoaceticus_N227_BC06	24470	24470
Acinetobacter_calcoaceticus_N229_BC02	79264	42230
Acinetobacter_calcoaceticus_N229_BC03	113744	15521
Acinetobacter_calcoaceticus_N229_BC04	15635	15635
Acinetobacter_calcoaceticus_N232_BC03	25149	14863
Acinetobacter_calcoaceticus_N233_BC06	36802	36802
Acinetobacter_defluvii_N117_BC12	11292	11292
Acinetobacter_haemolyticus_N117_BC10	20655	20655
Acinetobacter_indicus_N197_BC05	12411	12411
Acinetobacter_indicus_N199_BC07	18334	18334
Acinetobacter_indicus_N202_BC02	36821	36821
Acinetobacter_indicus_N233_BC02	71369	71369
Acinetobacter_johnsonii_N117_BC12	25444	25444
Acinetobacter_johnsonii_N197_BC05	22966	22966
Acinetobacter_johnsonii_N202_BC10	11503	11503
Acinetobacter_johnsonii_N225_BC05	16469	16469
Acinetobacter_junii_N117_BC10	35342	35342
Acinetobacter_junii_N117_BC12	43450	43450
Acinetobacter_junii_N119_BC12	109591	12079
Acinetobacter_junii_N132_BC05	35671	35671
Acinetobacter_junii_N153_BC03	13519	13519
Acinetobacter_junii_N173_BC07	20695	20695
Acinetobacter_junii_N174_BC06	46675	46675
Acinetobacter_junii_N182_BC09	10962	10962
Acinetobacter_junii_N197_BC05	55868	55868
Acinetobacter_junii_N219_BC05	40147	40147
Acinetobacter_junii_N230_BC10	16665	16665
Acinetobacter_junii_N232_BC03	65392	65392
Acinetobacter_junii_N233_BC02	25020	25020
Acinetobacter_lactucae_N104_BC09	24415	24415
Acinetobacter_lactucae_N144_BC02	16698	16698
Acinetobacter_lactucae_N156_BC03	55408	55408
Acinetobacter_lactucae_N160_BC11	103815	27209
Acinetobacter_lactucae_N173_BC10	67998	52943
Acinetobacter_lactucae_N210_BC03	72574	21555
Acinetobacter_lactucae_N214_BC03	85082	85082
Acinetobacter_lactucae_N214_BC05	29779	29779
Acinetobacter_lactucae_N214_BC07	20762	20762
Acinetobacter_lactucae_N216_BC11	18250	18250
Acinetobacter_lactucae_N218_BC09	11783	11783
Acinetobacter_lactucae_N227_BC06	32790	32790
Acinetobacter_lactucae_N229_BC03	72836	53271
