N114_BC09	N123_BC07	64.96	2739935	17	99.999379547325	64.96	2739815	10	99.999635011853
N114_BC09	N130_BC01	82.25	3469295	51270	98.5221781370567	64.85	2735255	14567	99.4674353945062
N114_BC09	N138_BC03	39.80	1678809	34700	97.9330584956359	26.62	1122709	6894	99.385949520312
N114_BC09	N138_BC06	40.09	1691173	21563	98.7249678181948	32.98	1391033	6555	99.5287674699306
N114_BC09	N146_BC04	87.11	3674058	53620	98.5405782924494	69.03	2911398	15486	99.4680905874085
N114_BC09	N151_BC11	58.43	2464406	37763	98.4676632015991	45.45	1917006	10392	99.4579046700949
N114_BC09	N162_BC08	87.08	3673115	53756	98.5365010352249	68.92	2907015	15450	99.4685269941848
N114_BC09	N162_BC09	87.11	3674058	53238	98.5509755153566	69.18	2917998	15434	99.4710757169813
N114_BC09	N164_BC06	97.96	4131851	18	99.9995643598958	97.96	4131771	13	99.999685364944
N114_BC09	N164_BC07	56.46	2381491	29	99.9987822754736	56.45	2381091	8	99.9996640195608
N114_BC09	N165_BC02	96.91	4087512	198	99.9951559775237	96.83	4084192	31	99.9992409759384
N114_BC09	N167_BC01	31.25	1318242	84921	93.5580113514817	-6.52	-275178	5249	93.5580113514817
N114_BC09	N167_BC10	83.90	3538921	47044	98.6706682630101	68.17	2875261	13860	99.517956804617
N114_BC09	N170_BC05	82.42	3476426	46445	98.6640014773794	66.81	2818186	13532	99.5198329705704
N114_BC09	N170_BC06	85.80	3618826	48376	98.6632128762201	69.58	2934906	14179	99.5168840160468
N114_BC09	N170_BC07	83.09	3504689	46979	98.6595386923062	67.29	2838229	13655	99.5188901247926
N114_BC09	N180_BC02	98.05	4135774	28	99.9993229804143	98.05	4135714	24	99.9994196890791
N114_BC09	N180_BC03	98.00	4133458	28	99.9993226010764	98.00	4133378	23	99.9994435544003
N114_BC09	N185_BC03	86.17	3634490	48093	98.6767607009512	70.14	2958190	14277	99.5173737995193
N114_BC09	N185_BC05	85.75	3616740	48321	98.6639625740308	69.56	2933780	14172	99.5169371936546
N114_BC09	N185_BC06	80.83	3409490	47516	98.6063604820662	64.65	2727150	13398	99.5087178923052
N114_BC09	N185_BC08	86.75	3659232	48308	98.6798322708153	70.63	2979472	14319	99.5194114930431
N114_BC09	N185_BC09	81.01	3417004	46216	98.6474701229498	65.50	2762864	13508	99.511087045906
N114_BC09	N186_BC04	98.08	4136886	24	99.999419853484	98.08	4136906	24	99.9994198562887
N114_BC09	N186_BC05	98.05	4135482	87	99.9978962548985	98.02	4134282	26	99.9993711120819
N114_BC09	N191_BC10	97.97	4132458	16	99.9996128212313	97.97	4132478	16	99.9996128231052
N114_BC09	N191_BC12	97.09	4095335	247	99.9939687473674	97.02	4092395	99	99.9975808786786
N114_BC09	N196_BC08	98.07	4136735	23	99.9994440059612	98.07	4136755	23	99.9994440086493
N114_BC09	N217_BC10	81.69	3445573	48802	98.5836318081202	64.81	2733713	13208	99.5168475988518
N114_BC09	N218_BC05	83.43	3518923	47262	98.6569186083356	67.51	2847463	13688	99.5192913832419
N114_BC09	N218_BC12	87.85	3705402	50044	98.6494312897764	71.01	2994962	14521	99.5151524460077
