N101_BC03	N101_BC04	99.95	5256531	9118	99.8265395942685	97.25	5114291	2005	99.9607961299034
N101_BC03	N106_BC07	97.08	5105288	7914	99.844984259458	94.81	4985768	1937	99.9611494156968
N101_BC03	N106_BC08	99.98	5257779	7561	99.8561940317385	97.86	5146539	1998	99.9611777934647
N101_BC03	N107_BC04	84.27	4431982	244868	94.4749775608294	-2.94	-154458	15545	94.4749775608294
N101_BC03	N112_BC02	87.32	4592133	36733	99.2000884991789	77.72	4087213	11486	99.718977210143
N101_BC03	N112_BC08	88.88	4674121	37149	99.2052195482316	79.27	4168701	11877	99.7150911039194
N101_BC03	N112_BC09	88.87	4673871	37149	99.2051770363367	79.23	4166771	11793	99.7169750869438
N101_BC03	N112_BC10	88.90	4675428	37258	99.2031103890382	79.23	4166628	11817	99.7163893680933
N101_BC03	N115_BC04	87.71	4612747	36975	99.198416908623	78.01	4102787	11476	99.7202876971191
N101_BC03	N115_BC05	89.33	4697642	38700	99.176182433655	78.73	4140042	10819	99.7386741487164
N101_BC03	N115_BC06	89.40	4701581	38223	99.187018154106	79.04	4156741	10980	99.7358507542327
N101_BC03	N115_BC07	89.35	4698987	37406	99.2039560867055	79.32	4171387	11025	99.7356994208401
N101_BC03	N126_BC04	88.82	4670995	37096	99.2058223140894	79.04	4156635	11377	99.7262930230824
N101_BC03	N126_BC05	88.25	4641152	38529	99.1698397294465	77.69	4085612	10751	99.736857048589
N101_BC03	N126_BC07	88.05	4630609	38374	99.1712969071671	77.69	4085709	11128	99.7276360112774
N101_BC03	N136_BC12	96.12	5054794	11191	99.778606210263	92.74	4877294	2315	99.9525351557647
N101_BC03	N137_BC01	93.96	4941495	11357	99.7701707681582	90.49	4758875	2225	99.9532452522918
N101_BC03	N137_BC02	96.22	5060377	10279	99.7968728416875	93.14	4898277	2173	99.9556374619075
N101_BC03	N137_BC03	99.84	5250393	8454	99.8389834818079	97.39	5121813	2024	99.9604827431224
N101_BC03	N137_BC04	87.17	4584003	39117	99.1466628621316	76.48	4022063	11019	99.7260361162916
N101_BC03	N150_BC07	91.62	4818115	14562	99.6977656199572	87.13	4582215	2766	99.9396361803189
N101_BC03	N154_BC03	90.02	4734010	40969	99.1345814647624	78.84	4146290	11582	99.7206659447361
N101_BC03	N157_BC05	88.55	4656633	36840	99.2088704435157	79.00	4154533	11734	99.7175615165411
N101_BC03	N161_BC11	88.04	4630151	41190	99.1103961836234	76.89	4043851	11874	99.7063690032101
N101_BC03	N161_BC12	84.65	4451900	42880	99.0368157415935	72.65	3820600	11314	99.7038685023295
N101_BC03	N182_BC09	86.79	4564133	38195	99.1631488390018	76.59	4027873	11381	99.7174439213947
N101_BC03	N194_BC12	88.41	4649400	37924	99.1843248591216	78.50	4128280	11867	99.7125437228095
N101_BC03	N195_BC10	88.38	4647811	36957	99.2048514881522	78.74	4140751	11603	99.7197851307649
N101_BC03	N197_BC12	89.37	4699705	38840	99.1735651493019	79.02	4155545	11631	99.7201089147152
N101_BC03	N200_BC07	87.50	4601507	44825	99.0258626141392	74.70	3928207	11159	99.7159263755703
N101_BC03	N201_BC03	88.74	4666886	44034	99.0564586321586	76.09	4001426	10760	99.7310958643244
N101_BC03	N202_BC12	49.99	2628766	135373	94.8503214055568	2.20	115666	9717	91.5990870264382
N101_BC03	N203_BC09	56.75	2984219	27691	99.0720855272351	48.93	2572819	7120	99.7232607501733
N101_BC03	N211_BC09	63.40	3334113	7873	99.7638652319223	61.00	3207693	1551	99.9516474924502
N101_BC03	N214_BC11	90.23	4745350	37657	99.2064442032727	80.41	4228830	11830	99.7202535926013
N101_BC03	N215_BC08	87.68	4610912	40184	99.128502127128	76.77	4037372	11506	99.7150126369331
N101_BC03	N215_BC09	88.33	4645004	36533	99.2134990626488	78.88	4148264	11695	99.7180748380527
N101_BC03	N216_BC03	99.48	5231874	9123	99.825626534584	96.88	5094934	2275	99.9553478023464
N101_BC03	N222_BC10	90.33	4750416	38565	99.1881763618176	80.15	4214876	11787	99.7203476448655
N101_BC03	N225_BC01	99.96	5257093	9705	99.8153922709756	97.14	5108773	2288	99.9552142950959
N101_BC03	N225_BC04	89.03	4682019	38576	99.176081942427	78.69	4137999	11374	99.7251328480263
N101_BC03	N225_BC12	87.13	4581894	40351	99.1193379855579	76.14	4003814	11446	99.7141225841161
N101_BC03	N226_BC09	55.08	2896503	145445	94.978600056689	3.67	193063	10272	94.679456964825
