N098_BC06	N098_BC07	96.67	3795961	31	99.9991833425054	96.66	3795481	6	99.9998419172695
N098_BC06	N098_BC08	96.27	3780239	33	99.9991270393221	96.26	3779759	8	99.999788346294
N098_BC06	N098_BC09	96.31	3781790	54	99.9985721047441	96.29	3780970	12	99.9996826211263
N098_BC06	N098_BC10	96.31	3781814	66	99.9982548057625	96.28	3780614	5	99.9998677463502
N098_BC06	N100_BC08	80.84	3174444	57330	98.1940144478844	60.31	2368444	17029	99.2810047440429
N098_BC06	N106_BC02	96.19	3777245	39	99.9989675014462	96.18	3776665	9	99.9997616945109
N098_BC06	N106_BC03	96.28	3780663	54	99.9985716790944	96.26	3779763	8	99.999788346518
N098_BC06	N106_BC04	96.24	3778938	47	99.9987562643261	96.22	3778118	5	99.9998676589773
N098_BC06	N106_BC06	80.80	3172784	57338	98.1928174120898	60.27	2366504	17023	99.2806688685081
N098_BC06	N106_BC10	68.80	2701543	50162	98.1432092696655	50.64	1988483	14508	99.2703985902821
N098_BC06	N112_BC04	86.37	3391467	69436	97.9526264003159	60.29	2367327	18228	99.2300176528211
N098_BC06	N112_BC05	45.12	1771749	33438	98.112712353725	32.99	1295449	9622	99.2572459432984
N098_BC06	N113_BC11	81.95	3217954	62730	98.0506247137156	58.92	2313814	17522	99.242722189424
N098_BC06	N113_BC12	82.05	3221763	62768	98.051749926981	59.02	2317343	17546	99.2428397522507
N098_BC06	N114_BC05	82.95	3256984	64160	98.0300793617654	59.30	2328284	17724	99.2387526607579
N098_BC06	N114_BC07	82.69	3247075	63846	98.0337380565586	59.14	2322355	17609	99.2417610572027
N098_BC06	N115_BC01	96.19	3776887	29	99.9992321718918	96.18	3776407	4	99.9998940792134
N098_BC06	N116_BC03	96.66	3795503	60	99.9984191818581	96.64	3794543	11	99.9997101100185
N098_BC06	N116_BC04	96.67	3795951	52	99.9986301193034	96.65	3795171	12	99.9996838087138
N098_BC06	N116_BC05	96.63	3794250	72	99.998102391777	96.60	3793090	13	99.9996572715121
N098_BC06	N116_BC06	96.62	3794124	41	99.9989193816544	96.60	3793404	4	99.9998945538097
N098_BC06	N118_BC02	96.36	3783713	35	99.9990749826956	96.35	3783173	7	99.9998149701322
N098_BC06	N118_BC03	96.69	3796551	43	99.9988673930628	96.67	3795931	11	99.9997102160182
N098_BC06	N118_BC04	96.36	3783703	42	99.998889976301	96.34	3783083	10	99.999735665329
N098_BC06	N118_BC05	96.72	3797708	50	99.9986834164185	96.70	3796928	10	99.9997366291908
N098_BC06	N124_BC09	64.08	2516137	45537	98.1902018848735	47.67	1871717	13315	99.2886210896199
N098_BC06	N124_BC10	53.26	2091266	35964	98.2802761580784	40.58	1593226	11061	99.3057482114904
N098_BC06	N126_BC04	95.99	3769381	101	99.9973205149599	95.95	3767661	14	99.9996284166755
N098_BC06	N126_BC05	95.74	3759514	91	99.9975794743682	95.70	3758074	18	99.9995210312516
N098_BC06	N126_BC06	84.62	3322893	59687	98.2037640092534	63.40	2489593	18021	99.2761467436645
N098_BC06	N126_BC07	95.92	3766607	147	99.9960972833109	95.86	3764167	24	99.9993624087348
N098_BC06	N129_BC05	96.02	3770303	96	99.9974537855446	95.98	3768643	12	99.9996815829995
N098_BC06	N129_BC06	96.02	3770242	93	99.9975333148376	95.98	3768662	13	99.9996550499886
N098_BC06	N129_BC07	95.28	3741144	78	99.9979150762441	95.25	3739944	17	99.9995454477393
N098_BC06	N129_BC08	96.02	3770232	93	99.9975333082951	95.98	3768792	20	99.9994693259803
N098_BC06	N131_BC12	81.87	3214587	224	99.9930317642671	81.76	3210327	10	99.999688505252
N098_BC06	N132_BC10	94.62	3715581	1666	99.9551617903095	93.87	3685981	185	99.9949809833529
N098_BC06	N132_BC11	94.74	3720309	1685	99.9547080632281	93.98	3690269	182	99.9950681102109
N098_BC06	N132_BC12	94.74	3719977	1664	99.9552685406388	93.99	3690397	184	99.9950140865603
N098_BC06	N133_BC02	94.73	3719882	1659	99.9554018111327	93.98	3690422	185	99.9949870231643
N098_BC06	N134_BC08	84.60	3321776	59710	98.2024675956476	63.36	2487856	18013	99.2759629174679
N098_BC06	N134_BC09	84.62	3322859	59866	98.198358702551	63.31	2485879	18016	99.2752664148175
N098_BC06	N134_BC10	84.57	3320835	59871	98.1971100641857	63.25	2483755	18016	99.2746466539574
N098_BC06	N137_BC11	84.64	3323405	59880	98.198233438296	63.32	2486465	18032	99.2747937332719
N098_BC06	N137_BC12	84.64	3323405	59716	98.203168136294	63.41	2489625	18026	99.2759552141387
N098_BC06	N138_BC01	84.64	3323398	59861	98.1988013472958	63.33	2486778	18029	99.2750056498811
N098_BC06	N138_BC02	84.64	3323636	59890	98.1980577897219	63.32	2486536	18034	99.2747340074706
N098_BC06	N139_BC01	90.81	3565699	98	99.9972515907821	90.77	3564079	16	99.9995510761686
N098_BC06	N139_BC02	95.90	3765734	115	99.9969461464883	95.85	3763774	16	99.9995748947732
N098_BC06	N139_BC03	95.96	3768194	118	99.9968685264082	95.91	3766174	16	99.9995751656721
N098_BC06	N139_BC04	95.90	3765734	87	99.9976896934303	95.86	3764334	16	99.9995749580138
N098_BC06	N139_BC05	95.96	3768194	105	99.9972135192615	95.91	3766414	15	99.9996017431966
N098_BC06	N141_BC02	49.67	1950537	115	99.9941041877186	49.63	1948777	26	99.9986658299025
N098_BC06	N142_BC10	84.64	3323646	59840	98.1995675833106	63.34	2487386	18026	99.2753034711942
N098_BC06	N142_BC11	84.63	3322952	59879	98.1980179069695	63.32	2486032	18032	99.2746674218192
N098_BC06	N147_BC01	80.28	3152207	55143	98.2506542241674	60.74	2384987	16781	99.2963902947899
N098_BC06	N147_BC06	81.55	3202325	60108	98.1229887659747	59.51	2336945	16838	99.2794866802599
N098_BC06	N147_BC07	70.82	2780729	54119	98.0537837380054	50.75	1992869	14725	99.2611155073414
N098_BC06	N149_BC06	79.77	3132141	58284	98.1391642330278	58.73	2306041	16978	99.2637598377479
N098_BC06	N150_BC08	84.60	3322089	59879	98.1975497947225	63.29	2485289	18038	99.2742091563597
