"clusters"
"Bacillus_thuringiensis_N101_BC05"	5
"Bacillus_thuringiensis_N128_BC08"	7
"Bacillus_thuringiensis_N162_BC02"	5
"Bacillus_thuringiensis_N183_BC12"	5
"Bacillus_thuringiensis_N221_BC09"	5
"Burkholderia_cenocepacia_N139_BC07"	9
"Burkholderia_cenocepacia_N209_BC12"	9
"Burkholderia_contaminans_N151_BC06"	9
"Burkholderia_lata_N104_BC06"	10
"Burkholderia_lata_N127_BC08"	9
"Burkholderia_lata_N127_BC10"	9
"Burkholderia_lata_N139_BC07"	9
"Burkholderia_lata_N139_BC08"	9
"Burkholderia_lata_N150_BC11"	9
"Burkholderia_lata_N151_BC06"	9
"Burkholderia_lata_N200_BC05"	9
"Candida_albicans_N235_BC07"	11
"Candida_dubliniensis_N235_BC07"	12
"Candida_dubliniensis_N239_BC02"	12
"Comamonas_testosteroni_N114_BC09"	14
"Corynebacterium_striatum_N230_BC07"	15
"Lysinibacillus_sp._N170_BC01"	18
"Lysinibacillus_sp._N220_BC01"	19
"Macrococcus_sp._N125_BC08"	21
"Paenibacillus_xylanexedens_N195_BC10"	24
"Pseudomonas_sp._N104_BC04"	30
"Sphingomonas_sp._N156_BC01"	31
"Sphingomonas_sp._N156_BC02"	31
"Sphingomonas_sp._N182_BC07"	31
"Sphingomonas_sp._N182_BC08"	31
"Sphingomonas_sp._N215_BC02"	31
"Sphingomonas_sp._N223_BC05"	31
"Staphylococcus_piscifermentans_N233_BC03"	36
"Streptococcus_salivarius_N174_BC07"	42
