"clusters"
"AB244976.1"	1
"AB893594.1"	2
"AB931111.1"	3
"AB981620.1"	4
"AB983195.1"	5
"AB987830.1"	6
"ADWM02000138.1"	7
"AF135182.5"	8
"AF511037.1"	9
"AGJI02000011.1"	10
"AGRM01000006.1"	11
"AGRM01000007.1"	12
"AJ297913.2"	13
"AJ304453.1"	14
"AJ639924.1"	11
"AJ863570.1"	11
"AM157767.1"	15
"AM261282.1"	16
"AMXH01000087.1"	5
"AP012550.1"	5
"AP014611.1"	5
"AP014654.2"	17
"AP014713.1"	18
"AP014720.1"	19
"AP014721.1"	20
"AP014804.1"	5
"AP014805.1"	5
"AP014806.1"	5
"AP014807.1"	5
"AP014859.1"	21
"AP014860.1"	21
"AP014861.1"	21
"AP014876.1"	5
"AP014877.1"	5
"AP014939.1"	22
"AP017379.1"	23
"AP017561.1"	24
"AP017562.1"	25
"AP017563.1"	26
"AP017564.1"	27
"AP017565.1"	28
"AP017566.1"	29
"AP017567.1"	30
"AP017627.1"	31
"AP017628.1"	32
"AP017892.1"	5
"AP017893.1"	5
"AP017923.1"	5
"AP017992.1"	33
"AP017993.1"	34
"AP017994.1"	35
"AP017995.1"	36
"AP018136.1"	5
"AP018137.1"	5
"AP018138.1"	5
"AP018139.1"	5
"AP018140.1"	5
"AP018141.1"	5
"AP018142.1"	5
"AP018143.1"	5
"AP018144.1"	5
"AP018145.1"	5
"AP018146.1"	5
"AP018147.1"	5
"AP018163.1"	37
"AP018319.1"	38
"AP018320.1"	39
"AP018321.1"	40
"AP018323.1"	41
"AP018324.1"	42
"AP018325.1"	43
"AP018330.1"	44
"AP018331.1"	45
"AP018332.1"	46
"AP018334.1"	47
"AP018350.1"	48
"AP018351.1"	49
"AP018352.1"	5
"AP018353.1"	5
"AP018354.1"	5
"AP018355.1"	50
"AP018362.1"	5
"AP018363.1"	5
"AP018393.1"	51
"AP018406.1"	52
"AP018407.1"	53
"AP018408.1"	54
"AP018409.1"	55
"AP018411.1"	5
"AP018412.1"	50
"AP018454.1"	5
"AP018455.1"	5
"AP018456.1"	5
"AP018457.1"	5
"AP018458.1"	5
"AP018489.1"	5
"AP018493.1"	56
"AP018500.1"	57
"AP018501.1"	58
"AP018502.1"	59
"AP018503.1"	57
"AP018516.1"	60
"AP018531.1"	61
"AP018534.1"	62
"AP018539.1"	63
"AP018540.1"	64
"AP018541.1"	63
"AP018542.1"	65
"AP018557.1"	5
"AP018563.1"	5
"AP018564.1"	66
"AP018565.1"	5
"AP018566.1"	5
"AP018567.1"	5
"AP018568.1"	5
"AP018569.1"	67
"AP018570.1"	5
"AP018571.1"	5
"AP018572.1"	5
"AP018573.1"	68
"AP018574.1"	5
"AP018575.1"	5
"AP018576.1"	5
"AP018577.1"	5
"AP018578.1"	5
"AP018579.1"	5
"AP018580.1"	69
"AP018581.1"	69
"AP018582.1"	69
"AP018583.1"	5
"AP018584.1"	5
"AP018665.1"	70
"AP018666.1"	71
"AP018667.1"	72
"AP018668.1"	73
