"clusters"
"Achromobacter_sp._N098_BC01"	1
"Achromobacter_sp._N098_BC02"	1
"Achromobacter_sp._N098_BC04"	1
"Achromobacter_sp._N098_BC05"	1
"Achromobacter_sp._N100_BC01"	1
"Achromobacter_sp._N100_BC02"	1
"Achromobacter_sp._N100_BC03"	1
"Achromobacter_sp._N106_BC01"	1
"Achromobacter_sp._N109_BC07"	1
"Achromobacter_sp._N109_BC08"	1
"Achromobacter_sp._N109_BC09"	1
"Achromobacter_sp._N109_BC10"	1
"Achromobacter_sp._N111_BC11"	1
"Achromobacter_sp._N111_BC12"	1
"Achromobacter_sp._N112_BC01"	1
"Achromobacter_sp._N122_BC04"	1
"Achromobacter_sp._N127_BC09"	1
"Achromobacter_sp._N127_BC11"	1
"Achromobacter_sp._N130_BC01"	1
"Achromobacter_sp._N138_BC03"	1
"Achromobacter_sp._N138_BC07"	1
"Achromobacter_sp._N139_BC09"	1
"Achromobacter_sp._N146_BC10"	1
"Achromobacter_sp._N146_BC11"	1
"Achromobacter_sp._N146_BC12"	1
"Achromobacter_sp._N150_BC11"	1
"Achromobacter_sp._N151_BC06"	1
"Achromobacter_sp._N151_BC08"	1
"Achromobacter_sp._N151_BC10"	1
"Achromobacter_sp._N151_BC12"	1
"Achromobacter_sp._N154_BC09"	1
"Achromobacter_sp._N154_BC10"	1
"Achromobacter_sp._N154_BC11"	1
"Achromobacter_sp._N154_BC12"	1
"Achromobacter_sp._N160_BC05"	1
"Achromobacter_sp._N160_BC08"	1
"Achromobacter_sp._N160_BC09"	1
"Achromobacter_sp._N161_BC02"	1
"Achromobacter_sp._N162_BC11"	1
"Achromobacter_sp._N167_BC11"	1
"Achromobacter_sp._N168_BC02"	1
"Achromobacter_sp._N168_BC03"	1
"Achromobacter_sp._N170_BC04"	1
"Achromobacter_sp._N170_BC05"	1
"Achromobacter_sp._N170_BC11"	1
"Achromobacter_sp._N170_BC12"	1
"Achromobacter_sp._N171_BC01"	1
"Achromobacter_sp._N171_BC02"	1
"Achromobacter_sp._N171_BC04"	1
"Achromobacter_sp._N175_BC03"	1
"Achromobacter_sp._N175_BC04"	1
"Achromobacter_sp._N183_BC01"	1
"Achromobacter_sp._N183_BC02"	1
"Achromobacter_sp._N183_BC03"	1
"Achromobacter_sp._N185_BC02"	1
"Achromobacter_sp._N185_BC04"	1
"Achromobacter_sp._N185_BC08"	1
"Achromobacter_sp._N185_BC09"	1
"Achromobacter_sp._N187_BC02"	1
"Achromobacter_sp._N194_BC10"	1
"Achromobacter_sp._N196_BC10"	1
"Achromobacter_sp._N196_BC11"	1
"Achromobacter_sp._N198_BC01"	1
"Achromobacter_sp._N202_BC04"	1
"Achromobacter_sp._N204_BC02"	1
"Achromobacter_sp._N205_BC12"	1
"Achromobacter_sp._N206_BC01"	1
"Achromobacter_sp._N214_BC08"	1
"Achromobacter_sp._N217_BC08"	1
"Achromobacter_sp._N217_BC10"	1
"Achromobacter_sp._N217_BC12"	1
"Achromobacter_sp._N218_BC12"	1
"Achromobacter_sp._N220_BC12"	1
"Achromobacter_sp._N221_BC04"	1
"Achromobacter_sp._N221_BC06"	1
"Achromobacter_sp._N227_BC09"	1
"Achromobacter_sp._N228_BC03"	1
"Achromobacter_sp._N228_BC06"	1
"Achromobacter_sp._N236_BC01"	1
"Achromobacter_sp._N237_BC03"	1
"Achromobacter_sp._N240_BC02"	1
"Acinetobacter_baumannii_N072"	2
"Acinetobacter_baumannii_N073"	2
"Acinetobacter_baumannii_N074"	2
"Acinetobacter_baumannii_N075"	3
"Acinetobacter_baumannii_N076"	2
"Acinetobacter_baumannii_N098_BC06"	2
"Acinetobacter_baumannii_N098_BC07"	2
"Acinetobacter_baumannii_N098_BC08"	2
"Acinetobacter_baumannii_N098_BC09"	2
"Acinetobacter_baumannii_N098_BC10"	2
"Acinetobacter_baumannii_N100_BC08"	2
"Acinetobacter_baumannii_N106_BC02"	2
"Acinetobacter_baumannii_N106_BC03"	2
"Acinetobacter_baumannii_N106_BC04"	2
"Acinetobacter_baumannii_N106_BC06"	2
"Acinetobacter_baumannii_N106_BC10"	2
"Acinetobacter_baumannii_N107_BC11"	2
"Acinetobacter_baumannii_N110_BC01"	2
"Acinetobacter_baumannii_N110_BC02"	2
"Acinetobacter_baumannii_N150_BC08"	2
"Acinetobacter_baumannii_N151_BC04"	2
"Acinetobacter_baumannii_N151_BC05"	2
"Acinetobacter_baumannii_N151_BC07"	2
"Acinetobacter_baumannii_N152_BC02"	2
"Acinetobacter_baumannii_N152_BC06"	2
"Acinetobacter_baumannii_N155_BC01"	2
"Acinetobacter_baumannii_N155_BC02"	2
"Acinetobacter_baumannii_N156_BC03"	2
"Acinetobacter_baumannii_N156_BC11"	2
"Acinetobacter_baumannii_N156_BC12"	2
"Acinetobacter_baumannii_N157_BC01"	2
"Acinetobacter_baumannii_N157_BC02"	2
"Acinetobacter_baumannii_N161_BC11"	2
"Acinetobacter_baumannii_N161_BC12"	2
"Acinetobacter_baumannii_N172_BC12"	2
"Acinetobacter_baumannii_N173_BC06"	2
"Acinetobacter_baumannii_N173_BC07"	2
"Acinetobacter_baumannii_N177_BC07"	2
"Acinetobacter_baumannii_N177_BC08"	2
"Acinetobacter_baumannii_N180_BC04"	2
"Acinetobacter_baumannii_N180_BC05"	2
"Acinetobacter_baumannii_N183_BC05"	2
"Acinetobacter_baumannii_N183_BC06"	2
"Acinetobacter_baumannii_N183_BC08"	2
"Acinetobacter_baumannii_N183_BC09"	2
"Acinetobacter_baumannii_N191_BC04"	2
"Acinetobacter_baumannii_N191_BC05"	2
"Acinetobacter_baumannii_N194_BC11"	2
"Acinetobacter_baumannii_N197_BC02"	2
"Acinetobacter_baumannii_N197_BC03"	2
"Acinetobacter_baumannii_N197_BC04"	2
"Acinetobacter_baumannii_N197_BC10"	2
"Acinetobacter_baumannii_N200_BC04"	2
"Acinetobacter_baumannii_N200_BC11"	2
"Acinetobacter_baumannii_N201_BC01"	2
"Acinetobacter_baumannii_N201_BC05"	2
"Acinetobacter_baumannii_N201_BC09"	2
"Acinetobacter_baumannii_N203_BC05"	2
"Acinetobacter_baumannii_N203_BC09"	2
"Acinetobacter_baumannii_N204_BC05"	2
"Acinetobacter_baumannii_N204_BC07"	2
"Acinetobacter_baumannii_N204_BC11"	2
"Acinetobacter_baumannii_N205_BC05"	2
"Acinetobacter_baumannii_N206_BC08"	2
"Acinetobacter_baumannii_N209_BC08"	2
"Acinetobacter_baumannii_N209_BC10"	2
"Acinetobacter_baumannii_N210_BC12"	2
"Acinetobacter_baumannii_N212_BC08"	2
"Acinetobacter_baumannii_N213_BC07"	2
"Acinetobacter_baumannii_N213_BC08"	2
"Acinetobacter_baumannii_N214_BC07"	2
"Acinetobacter_baumannii_N215_BC06"	2
"Acinetobacter_baumannii_N215_BC08"	2
"Acinetobacter_baumannii_N216_BC11"	2
"Acinetobacter_baumannii_N218_BC09"	2
"Acinetobacter_baumannii_N219_BC09"	2
"Acinetobacter_baumannii_N219_BC12"	2
"Acinetobacter_baumannii_N222_BC08"	2
"Acinetobacter_baumannii_N222_BC12"	2
"Acinetobacter_baumannii_N224_BC02"	2
"Acinetobacter_baumannii_N224_BC12"	2
"Acinetobacter_baumannii_N228_BC02"	2
"Acinetobacter_baumannii_N228_BC04"	2
"Acinetobacter_baumannii_N228_BC11"	2
"Acinetobacter_baumannii_N228_BC12"	2
"Acinetobacter_baumannii_N229_BC01"	2
"Acinetobacter_baumannii_N229_BC02"	2
"Acinetobacter_baumannii_N229_BC04"	2
"Acinetobacter_baumannii_N231_BC05"	2
"Acinetobacter_baumannii_N233_BC06"	2
"Acinetobacter_baumannii_N235_BC10"	2
"Acinetobacter_baumannii_N240_BC09"	2
"Acinetobacter_calcoaceticus_N174_BC05"	2
"Acinetobacter_calcoaceticus_N174_BC06"	2
"Acinetobacter_calcoaceticus_N219_BC05"	2
"Acinetobacter_lwoffii_N199_BC07"	4
"Acinetobacter_nosocomialis_N164_BC10"	5
"Acinetobacter_nosocomialis_N164_BC12"	5
"Acinetobacter_nosocomialis_N165_BC04"	5
"Acinetobacter_nosocomialis_N217_BC01"	5
"Acinetobacter_pittii_N104_BC09"	6
"Acinetobacter_pittii_N104_BC10"	6
"Acinetobacter_pittii_N148_BC12"	6
"Acinetobacter_pittii_N149_BC01"	6
"Acinetobacter_pittii_N153_BC04"	6
"Acinetobacter_pittii_N158_BC12"	6
"Acinetobacter_pittii_N159_BC01"	6
"Acinetobacter_pittii_N214_BC03"	6
"Acinetobacter_pittii_N214_BC09"	6
"Acinetobacter_pittii_N216_BC02"	6
"Acinetobacter_pittii_N227_BC06"	6
"Acinetobacter_radioresistens_N173_BC06"	7
"Acinetobacter_radioresistens_N227_BC01"	7
"Acinetobacter_radioresistens_N237_BC10"	7
"Acinetobacter_soli_N123_BC08"	8
"Acinetobacter_soli_N202_BC10"	8
"Acinetobacter_soli_N212_BC01"	8
"Acinetobacter_sp._N108_BC08"	3
"Acinetobacter_sp._N108_BC11"	3
"Acinetobacter_sp._N117_BC10"	3
"Acinetobacter_sp._N117_BC12"	3
"Acinetobacter_sp._N118_BC01"	3
"Acinetobacter_sp._N128_BC02"	3
"Acinetobacter_sp._N132_BC05"	3
"Acinetobacter_sp._N152_BC02"	3
"Acinetobacter_sp._N182_BC09"	3
"Acinetobacter_sp._N187_BC01"	3
"Acinetobacter_sp._N197_BC05"	3
"Acinetobacter_sp._N208_BC07"	3
"Acinetobacter_sp._N211_BC05"	3
